_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
5926827,25559,BP-28550,135,St Clair Ave W,St Clair Ave W,South,Foxbar Rd,West,,12.0,Yonge & St. Clair,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4009862927, 43.6865804431)}"
5926828,25560,BP-28559,183,St Clair Ave W,St Clair Ave W,South,Forest Hill Rd,East,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4025579192, 43.6863108003)}"
5926829,25561,BP-28563,15,St Clair Ave E,St Clair Ave E,South,Alvin Ave,West,,12.0,Yonge & St. Clair,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3929730104, 43.6882475353)}"
5926830,25563,BP-28567,112,St Clair Ave W,St Clair Ave W,North,Oriole Rd,East,,12.0,Yonge & St. Clair,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.399242374, 43.6871453712)}"
5926831,25566,BP-28615,201,Sherbourne St,Sherbourne St,East,Windeyer Lane,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3705694669, 43.6575062089)}"
5926832,25567,BP-28622,224,Gerrard St E,Gerrard St E,North,Seaton St,East,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3705661611, 43.6616597051)}"
5926833,25568,BP-28630,218-220,Gerrard St E,Gerrard St E,North,Seaton St,West,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3708709746, 43.6615962303)}"
5926834,25569,BP-28658,200,King St E,King St E,North,Frederick St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3698227601, 43.6509860763)}"
5926835,25570,BP-28659,269,Gerrard St E,Gerrard St E,South,Drovers Lane,North,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3679279376, 43.6619332897)}"
5926836,25571,BP-32003,555,Parliament St,Parliament St,East,Lancaster Ave,North,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3688091556, 43.6665958095)}"
5926837,25572,BP-32006,609,Parliament St,Parliament St,East,Wellesley St E,South,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3693736143, 43.6679951281)}"
5926838,25574,BP-32009,541,Parliament St,Parliament St,East,Winchester St,North,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.368604483, 43.6660956132)}"
5926839,25575,BP-32014,328,Bay St,Adelaide St W,North,Bay St,West,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3812533141, 43.6498708311)}"
5926840,25576,BP-32035,130,Adelaide St W,Adelaide St W,North,York St,East,,10.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3835894929, 43.6493601833)}"
5926841,25577,BP-32040,71,Winchester St,Metcalfe St,West,Winchester St,South,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3671968923, 43.6659458336)}"
5926842,25578,BP-32043,1,Adelaide St E,Adelaide St E,South,Yonge St,East,,13.0,Financial District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3779941777, 43.6504463217)}"
5926843,25579,BP-32054,531,Parliament St,Parliament St,East,Winchester St,South,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3683951619, 43.6655792719)}"
5926844,25582,BP-32078,539,Parliament St,Parliament St,East,Winchester St,North,,13.0,Cabbagetown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3685690677, 43.6660053521)}"
5926845,25583,BP-34106,3,Dorval Rd,Bloor St W,North,Dorval Rd,East,,4.0,Bloor By The Park,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4541025087, 43.6560564927)}"
5926846,25584,BP-34108,74,Alhambra Ave,Bloor St W,South,Dorval Rd,East,,4.0,Bloor By The Park,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4539906909, 43.6559139383)}"
5926847,25585,BP-34120,1723,Bloor St W,Bloor St W,South,Parkside Dr,East,,4.0,Bloor By The Park,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4594862814, 43.6547259941)}"
5926848,25586,BP-34123,1582,Bloor St W,Bloor St W,North,Ln W Alhambra S Bloor,West,,4.0,Bloor By The Park,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4545087717, 43.6559715023)}"
5926849,25587,BP-34127,2340,Dundas St W,Bloor St W,North,Dundas St W,East,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4513280591, 43.6566570224)}"
5926850,25588,BP-34135,742,Bathurst St,Bathurst St,West,Lennox St,North,,11.0,Mirvish Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4108304896, 43.663952455)}"
5926851,25589,BP-34147,483,Bloor St W,Brunswick Ave,West,Bloor St W,South,,11.0,Bloor Annex,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4074345696, 43.6657120646)}"
5926852,25590,BP-34150,483,Bloor St W,Brunswick Ave,West,Bloor St W,South,,11.0,Bloor Annex,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.407462531, 43.665784692)}"
5926853,25591,BP-34155,782,Bathurst St,Bathurst St,West,Bloor St W,South,,11.0,Mirvish Village,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4112347167, 43.6649564459)}"
5926854,25594,BP-34198,49,Woodington Ave,Wolverleigh Blvd,North,Woodington Ave,East,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3214158743, 43.685646065)}"
5926855,25595,BP-34206,553,Sammon Ave,Sammon Ave,South,Coxwell Ave,East,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3256319535, 43.6887547554)}"
5926856,25596,BP-32114,2379,Queen St E,Queen St E,South,Beech Ave,East,,19.0,The Beach,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2873625923, 43.6726330569)}"
5926857,25597,BP-32145,485,Oakwood Ave,Oakwood Ave,East,Amherst Ave,North,,12.0,Oakwood Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4402963224, 43.6917216963)}"
5926858,25598,BP-32151,513,Lawrence Ave W,Lawrence Ave W,South,Bathurst St,West,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4305281587, 43.7189441221)}"
5926859,25599,BP-32179,4,Eastern Ave,Eastern Ave,North,Erin St,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3609650417, 43.6521997141)}"
5926860,25600,BP-32181,5,Mill St,Mill St,South,Parliament St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3618073706, 43.6502121643)}"
5926861,25601,BP-32202,60,Mill St,Mill St,North,Trinity St,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3594036024, 43.6509337886)}"
5926862,25602,BP-34763,147,Harbord St,Harbord St,South,Albert Jackson Lane,East,,11.0,Harbord Street,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4064397808, 43.662117803)}"
5926863,25603,BP-44374,113,Spadina Ave,Adelaide St W,South,Spadina Ave,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3952343479, 43.6467459126)}"
5926864,25604,BP-44380,46,Charlotte St,Adelaide St W,South,Charlotte St,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3942589781, 43.6469472932)}"
5926865,25605,BP-44543,125,The Esplanade,Lower Jarvis St,West,The Esplanade,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3710937806, 43.64827249)}"
5926866,25606,BP-44555,904,Queen St E,Queen St E,North,Logan Ave,West,,14.0,Leslieville,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3427228564, 43.6605562026)}"
5926867,25607,BP-44556,2401,Lake Shore Blvd W,Lake Shore Blvd W,East,Superior Ave,South,,3.0,Mimico By The Lake,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4886544583, 43.6147187939)}"
5926868,25608,BP-36775,1022,Bloor St W,Bloor St W,North,Rusholme Rd,West,,9.0,Bloorcourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4312965545, 43.660824309)}"
5926869,25609,BP-36795,1003,Bloor St W,Bloor St W,South,Westmoreland Ave,South,,9.0,Bloorcourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4303374977, 43.6608823183)}"
5926870,25610,BP-36809,533C,Gladstone Ave,Bloor St W,South,Gladstone Ave,East,,9.0,Bloorcourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4334979862, 43.6601901429)}"
5926871,25611,BP-36812,1093,Bloor St W,Gladstone Ave,East,Bloor St W,South,,9.0,Bloorcourt Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4336271434, 43.6598288049)}"
5926872,25612,BP-33745,977,Eglinton Ave W,Eglinton Ave W,South,Camberwell Rd,West,,12.0,Upper Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4300607504, 43.6999465718)}"
5926873,25613,BP-33718,1400,Eglinton Ave W,Eglinton Ave W,North,Atlas Ave,West,,8.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4386011774, 43.6982810469)}"
5926874,25614,BP-33746,989,Eglinton Ave W,Eglinton Ave W,South,Glen Cedar Rd,East,,12.0,Upper Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4303810477, 43.6998784206)}"
5926875,25615,BP-33752,1035,Eglinton Ave W,Eglinton Ave W,South,Menin Rd,West,,12.0,Upper Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.432187475, 43.6994882477)}"
5926876,25616,BP-33725,1168,Eglinton Ave W,Eglinton Ave W,North,Westover Hill Rd,West,,8.0,Upper Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.433002337, 43.6994839846)}"
5926877,25617,BP-41572,214,Wellington St W,John St,East,Mercer St,South,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3893062784, 43.6457809243)}"
5926878,25618,BP-41555,200,Wellington St W,Wellington St W,North,Simcoe St,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3874403255, 43.6457374079)}"
5926879,25619,BP-40049,391,King St W,King St W,South,Charlotte St,South,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3936307057, 43.6456766715)}"
5926880,25620,BP-40039,415,King St W,King St W,South,Spadina Ave,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3945497039, 43.6454911856)}"
5926881,25622,BP-40092,25,Oxley St,Oxley St,South,Charlotte St,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3942868855, 43.646393474)}"
5926882,25623,BP-40079,370,Richmond St W,Richmond St W,North,Jack Cooper Lane,South,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3941507625, 43.6482602312)}"
5926883,25624,BP-40046,401-409,King St W,King St W,South,Charlotte St,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3941440639, 43.6455734882)}"
5926884,25625,BP-40117,317,Adelaide St W,Adelaide St W,South,Ln E Peter S Adelaide,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3924516394, 43.6473016292)}"
5926885,25627,BP-40060,434,King St W,King St W,North,Charlotte St,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3943228768, 43.645661444)}"
5926886,25628,BP-40068,400,King St W,King St W,North,Ln W Peter S Adelaide,South,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.393026214, 43.6459470486)}"
5926887,25629,BP-23068,300,Victoria St,Gould St,South,Victoria St,West,,13.0,Downtown Yonge,Rack,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3804214165, 43.6575480928)}"
5926888,25630,BP-23086,1310,Bloor St W,Lansdowne Ave,East,Bloor St W,North,,9.0,Bloordale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.442644637, 43.6584926643)}"
5926889,25631,BP-23103,24,Ward St,Wallace Ave,North,Ln 2 W Lansdowne S Wallace,West,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4463218662, 43.6619809413)}"
5926890,25633,BP-23127,87,Osler St,Osler St,East,Ln S Cariboo W Osler,North,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4576459672, 43.6667026426)}"
5926891,25634,BP-35958,1083,Davenport Rd,Davenport Rd,South,Shaw St,East,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4280819263, 43.6746731157)}"
5926892,25635,BP-35968,322,Howland Ave,Howland Ave,West,Ln N Bridgman E Howland,South,,12.0,Dupont by the Castle,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4127687731, 43.6750708548)}"
5926893,25636,BP-33839,1419,Dufferin St,Dufferin St,East,Ln N Geary E Dufferin,North,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4399742934, 43.6709023837)}"
5926894,25637,BP-33845,95,Regal Rd,Regal Rd,South,Westmount Ave,East,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4400741316, 43.6742180116)}"
5926895,25638,BP-33849,1147,Davenport Rd,Davenport Rd,South,Alberta Ave,South,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4314729766, 43.6746008389)}"
5926896,25639,BP-33855,95,Regal Rd,Regal Rd,South,Westmount Ave,East,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4400497584, 43.6742224364)}"
5926897,25640,BP-33858,89,Regal Rd,Regal Rd,South,Westmount Ave,East,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4400112679, 43.6742312105)}"
5926898,25643,BP-33896,227A,Broadview Ave,Broadview Ave,East,Ln W Broadview N Kintyre,East,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3510837471, 43.6620397317)}"
5926899,25644,BP-33909,33,Munro St,Thompson St,North,Ln E Carroll S Thompson,West,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3521963895, 43.6591798016)}"
5926900,25645,BP-33911,362,Broadview Ave,Broadview Ave,West,Gerrard St E,South,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3526347093, 43.6652776689)}"
5926901,25646,BP-33936,705,Queen St E,Broadview Ave,West,Queen St E,South,,14.0,Riverside District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3498628701, 43.6587069353)}"
5926902,25647,BP-33940,223,Broadview Ave,Broadview Ave,East,Ln W Broadview N Kintyre,East,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3510415881, 43.6619354412)}"
5926903,25648,BP-33951,358,Broadview Ave,Broadview Ave,West,Gerrard St E,South,,14.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3525828962, 43.6651540498)}"
5926904,25649,BP-33954,629,Queen St E,Queen St E,South,Carroll St,West,,14.0,Riverside District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3527313607, 43.6581523042)}"
5926905,25650,BP-35982,184,Front St E,Princess St,West,Front St E,North,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3667278407, 43.6507128114)}"
5926906,25651,BP-35998,31,Princess St,Princess St,East,Nicholson Lane,South,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3662594132, 43.6499794095)}"
5926907,25652,BP-36015,311,King St E,King St E,South,Princess St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.366765026, 43.6515223919)}"
5926908,25653,BP-36027,184,Front St E,Front St E,North,Princess St,West,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3669343262, 43.6506533099)}"
5926909,25654,BP-36032,236,King St E,King St E,North,Sherbourne St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.367811056, 43.6514311443)}"
5926910,25655,BP-36044,1274,Queen St W,Queen St W,North,Noble St,East,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4295616462, 43.6420987786)}"
5926911,25656,BP-36047,1486,Queen St W,Queen St W,North,Jameson Ave,West,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4375995585, 43.6404672597)}"
5926912,25657,BP-36053,1312,Queen St W,Queen St W,North,Elm Grove Ave,East,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4310534351, 43.6417999243)}"
5926913,25658,BP-36061,1380,Queen St W,Queen St W,North,Cowan Ave,West,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4333807592, 43.6413243934)}"
5926914,25660,BP-33968,15,Elm Ave,Elm Ave,South,Mount Pleasant Rd,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3793373159, 43.6746857034)}"
5926915,25661,BP-33969,05-Nov,Elm Ave,Elm Ave,South,Mount Pleasant Rd,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3796284939, 43.6746226951)}"
5926916,25662,BP-33980,271,Gledhill Ave,Gledhill Ave,East,Barker Ave,North,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3122443726, 43.6954292067)}"
5926917,25663,BP-33994,288,Bloor St W,Huron St,East,Bloor St W,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4014863323, 43.6673954286)}"
5926918,25664,BP-34025,245,Dupont St,Dupont St,South,Spadina Rd,East,,11.0,Dupont by the Castle,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4065833708, 43.6748563536)}"
5926919,25665,BP-34042,245,Dupont St,Dupont St,South,Spadina Rd,East,,11.0,Dupont by the Castle,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4066116218, 43.6748162308)}"
5926920,25666,BP-28670,238,Sherbourne St,Dundas St E,South,Sherbourne St,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3712723514, 43.6582298559)}"
5926921,25667,BP-28686,283,Sherbourne St,Sherbourne St,East,Glenholme Pl,South,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3717150546, 43.6602787449)}"
5926922,25668,BP-28708,191,Sherbourne St,Sherbourne St,East,Shuter St,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3702506499, 43.6567644153)}"
5926923,25669,BP-28734,90,College St,College St,North,Elizabeth St,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3877950991, 43.6605400008)}"
5926924,25670,BP-28743,100,College St,College St,North,Surrey Pl,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3886598244, 43.6603348955)}"
5926925,25671,BP-28755,636,Sheppard Ave W,Sheppard Ave W,North,Hammell St,West,,6.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4407676659, 43.7551606771)}"
5926926,25672,BP-28817,2131,Lawrence Ave E,Lawrence Ave E,South,Howden Rd,West,,21.0,Wexford Heights,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2885526393, 43.7465497986)}"
5926927,25674,BP-28820,2131,Lawrence Ave E,Lawrence Ave E,South,Howden Rd,West,,21.0,Wexford Heights,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2885140816, 43.7465582244)}"
5926928,25676,BP-28825,702,King St W,King St W,North,Bathurst St,West,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4033046316, 43.6438576255)}"
5926929,25677,BP-28844,1029,King St W,King St W,South,Douro St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4163323274, 43.641090601)}"
5926930,25678,BP-28853,1023,King St W,King St W,South,Douro St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4159386755, 43.6411692903)}"
5926931,25679,BP-28871,49,Givins St,Shaw St,West,Lobb Ave,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4171095261, 43.6465589691)}"
5926932,25680,BP-28878,803,King St W,King St W,South,Niagara St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4071986655, 43.6429364031)}"
5926933,25681,BP-28910,1005,King St W,King St W,South,Shaw St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4146349997, 43.6414274198)}"
5926934,25682,BP-28925,180,Shaw St,Shaw St,West,Lobb Ave,West,,10.0,,Shelter,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4172663198, 43.6468301409)}"
5926935,25683,BP-28928,1005,King St W,King St W,South,Shaw St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.414298819, 43.6414877115)}"
5926936,25684,BP-28935,881,King St W,King St W,South,Ln E Strachan N King,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4111047613, 43.6421435159)}"
5926937,25685,BP-28936,901,King St W,King St W,South,Ln E Strachan N King,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4113529484, 43.6420895743)}"
5926938,25686,BP-28942,1027,King St W,King St W,South,Douro St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4160898096, 43.6411382295)}"
5926939,25688,BP-28960,915,King St W,King St W,South,Massey St,West,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4128136165, 43.6417998273)}"
5926940,25689,BP-28972,764,King St W,King St W,North,Tecumseth St,West,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4054510923, 43.6434261759)}"
5926941,25690,BP-28974,399,Bathurst St,Bathurst St,East,College Pl,East,,11.0,Kensington Market,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4062604175, 43.6531678485)}"
5926942,25691,BP-28980,370A,College St,College St,North,Bellevue Ave,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4047158495, 43.6571575915)}"
5926943,25692,BP-28984,287,Dundas St W,Dundas St W,South,Mc Caul St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3909499119, 43.6543310606)}"
5926944,25693,BP-28995,365,College St,Ln W Augusta S College,West,College St,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4039241807, 43.6571020207)}"
5926945,25694,BP-29014,401,College St,College St,South,Croft St,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4055837337, 43.6567756822)}"
5926946,25695,BP-29024,8A,Brunswick Ave,College St,North,Bellevue Ave,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4043884864, 43.6572250263)}"
5926947,25696,BP-29045,468,Dundas St W,Dundas St W,North,Huron St,West,,11.0,Chinatown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3967362478, 43.653279801)}"
5926948,25697,BP-29081,241,Bathurst St,Bathurst St,East,Carr St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4046428755, 43.6491264305)}"
5926949,25699,BP-29115,493,Dundas St W,Dundas St W,South,Ln E Spadina S Dundas,West,,10.0,Chinatown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3975484957, 43.6529739366)}"
5926950,25724,BP-18942,352,Front St W,Front St W,North,Spadina Ave,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3922978567, 43.6432492393)}"
5926951,25725,BP-18080,1123,Weston Rd,Weston Rd,East,Eglinton Ave W,South,,5.0,Mount Dennis,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.488302605, 43.6864468595)}"
5926952,25729,BP-27122,170,St George St,St George St,West,Bloor St W,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3999911769, 43.6676983214)}"
5926953,25730,BP-27166,250,Davenport Rd,Davenport Rd,North,Ln W Avenue S Davenport,North,,11.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3981122196, 43.6745115674)}"
5926954,25731,BP-28484,215,Mavety St,Ln S Dundas W Keele,South,Mavety St,South,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.465539453, 43.6648789324)}"
5926955,25733,BP-36307,66,Isabella St,Isabella St,North,Church St,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.382926353, 43.6681895592)}"
5926956,25734,BP-27350,393,Spadina Ave,Spadina Ave,East,Oxford St,South,,11.0,Chinatown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3992921319, 43.656572607)}"
5926957,25736,BP-28763,3749,Bathurst St,Wilson Ave,South,Bathurst St,East,,6.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4334508566, 43.7372894573)}"
5926958,25737,BP-27667,388,Spadina Ave,Spadina Ave,West,Baldwin St,North,,11.0,Chinatown,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3992333165, 43.6554160885)}"
5926959,25738,BP-23319,5203,Yonge St,Yonge St,East,Parkview Ave,South,,18.0,Willowdale,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4130921271, 43.7706950211)}"
5926960,25739,BP-29636,311,Millwood Rd,Mount Pleasant Rd,East,Millwood Rd,South,,15.0,Mount Pleasant Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3872942359, 43.7015237329)}"
